locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
b0789,clsB,,822498,823739,-,cardiolipin synthase B,Lipid transport and metabolism,P0AA84
b0790,ybhP,,823736,824497,-,endonuclease/exonuclease/phosphatase domain-containing protein YbhP,"Replication, recombination and repair",P0AAW1
b0791,ybhQ,,824630,825040,+,putative inner membrane protein,Function unknown,P0AAW5
b0792,ybhR,,825002,826108,-,putative ABC exporter membrane subunit YbhR,Defense mechanisms,P0AFP9
b0793,ybhS,,826119,827252,-,putative ABC exporter membrane subunit YbhS,Defense mechanisms,P0AFQ2
b0794,ybhF,,827245,828981,-,putative ABC exporter ATP binding subunit,Defense mechanisms,P0A9U1
b0795,ybhG,,828974,829972,-,HlyD_D23 family protein YbhG,Cell wall/membrane/envelope biogenesis,P75777
b0796,cecR,,829972,830643,-,DNA-binding transcriptional dual regulator CecR,Transcription,P0ACU0
b0797,rhlE,,830872,832236,+,ATP-dependent RNA helicase RhlE,Nucleotide transport and metabolism,P25888
b0798,ybiA,,832468,832950,-,N-glycosidase YbiA,"Post-translational modification, protein turnover,and chaperones",P30176
b0799,dinG,,833070,835220,+,ATP-dependent DNA helicase DinG,"Replication, recombination and repair",P27296
b0800,ybiB,,835248,836210,+,nonspecific DNA-binding protein YbiB,Amino acid transport and metabolism,P30177
b0801,hcxB,,836351,837436,+,hydroxycarboxylate dehydrogenase B,Energy production and conversion,P30178
b0802,ybiJ,,837665,837925,-,DUF1471 domain-containing protein YbiJ,Function unknown,P0AAX3
b0803,ybiI,,838190,838456,-,zinc finger domain-containing protein YbiI,Signal transduction mechanisms,P41039
b0804,ybiX,,838530,839207,-,PKHD-type hydroxylase YbiX,Function unknown,P75779
b0805,fiu,,839249,841531,-,putative iron siderophore outer membrane transporter,Inorganic ion transport and metabolism,P75780
b0806,mcbA,,841796,842056,-,DUF1471 domain-containing protein McbA,Function unknown,P0AAX6
b0807,rlmF,,842332,843258,+,23S rRNA m(6)A1618 methyltransferase,"Translation, ribosomal structure and biogenesis",P75782
b0808,ybiO,,843255,845480,-,moderate conductance mechanosensitive channel,Cell wall/membrane/envelope biogenesis,P75783
b0809,glnQ,,845741,846463,-,L-glutamine ABC transporter ATP binding subunit,Amino acid transport and metabolism,P10346
b0810,glnP,,846460,847119,-,L-glutamine ABC transporter membrane subunit,Inorganic ion transport and metabolism,P0AEQ6
b0811,glnH,,847258,848004,-,L-glutamine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,P0AEQ3
b0812,dps,,848408,848911,-,stationary phase nucleoid protein that sequesters iron and protects DNA from damage,Inorganic ion transport and metabolism,P0ABT2
b0813,rhtA,,849210,850097,-,L-threonine/L-homoserine exporter,Function unknown,P0AA67
b4736,yliM,,850332,850397,+,protein YliM,No COG annotation,UPI000E466551
b0814,ompX,,850450,850965,+,outer membrane protein X,Cell wall/membrane/envelope biogenesis,P0A917
b0815,opgE,,851014,852597,-,phosphoethanolamine transferase,Function unknown,P75785
b4705,mntS,,852869,852997,-,small protein MntS,No COG annotation,P0DKB3
b0817,mntR,,853183,853650,+,DNA-binding transcriptional dual regulator MntR,Transcription,P0A9F1
b0818,ybiR,,853647,854765,+,putative transporter YbiR,Inorganic ion transport and metabolism,P75788
b0819,ldtB,,854824,855744,-,L%2CD-transpeptidase YbiS,Cell wall/membrane/envelope biogenesis,P0AAX8
b0820,ybiT,,855963,857555,+,ABC transporter ATP-binding protein YbiT,Function unknown,P0A9U3
b0821,ybiU,,857796,859061,-,DUF1479 domain-containing protein YbiU,Function unknown,P75791
b0822,ybiV,,859213,860028,-,sugar phosphatase,Function unknown,P75792
b0823,ybiW,,860174,862606,-,putative pyruvate formate lyase,Energy production and conversion,P75793
b0824,ybiY,,862612,863511,-,putative pyruvate formate-lyase activating enzyme YbiY,"Post-translational modification, protein turnover,and chaperones",P75794
b0825,fsaA,,863642,864304,+,fructose-6-phosphate aldolase 1,Carbohydrate transport and metabolism,P78055
b0826,moeB,,864380,865129,-,molybdopterin-synthase adenylyltransferase,Coenzyme transport and metabolism,P12282
b0827,moeA,,865129,866364,-,molybdopterin molybdotransferase,Coenzyme transport and metabolism,P12281
b0828,iaaA,,866568,867533,+,isoaspartyl dipeptidase proenzyme,Amino acid transport and metabolism,P37595
b0829,gsiA,,867520,869391,+,glutathione ABC transporter ATP binding subunit GsiA,Inorganic ion transport and metabolism,P75796
b0830,gsiB,,869411,870949,+,glutathione ABC transporter periplasmic binding protein,Amino acid transport and metabolism,P75797
b0831,gsiC,,870967,871887,+,glutathione ABC transporter membrane subunit GsiC,Amino acid transport and metabolism,P75798
b0832,gsiD,,871890,872801,+,glutathione ABC transporter membrane subunit GsiD,Amino acid transport and metabolism,P75799
b0833,pdeI,,872979,875327,+,putative c-di-GMP phosphodiesterase PdeI,Signal transduction mechanisms,P75800
b0834,dgcI,,875335,876663,+,putative diguanylate cyclase DgcI,Signal transduction mechanisms,P75801
b0835,rimO,,876710,878035,-,ribosomal protein S12 methylthiotransferase RimO,"Translation, ribosomal structure and biogenesis",P0AEI4
b0836,bssR,,878248,878631,+,regulator of biofilm formation,Function unknown,P0AAY1
b0837,yliI,,878742,879857,+,aldose sugar dehydrogenase YliI,Carbohydrate transport and metabolism,P75804
b0838,gstB,,879854,880480,-,glutathione S-transferase GstB,"Post-translational modification, protein turnover,and chaperones",P0ACA7
b0839,dacC,,880727,881929,+,D-alanyl-D-alanine carboxypeptidase DacC,Cell wall/membrane/envelope biogenesis,P08506
b0840,deoR,,881976,882734,-,DNA-binding transcriptional repressor DeoR,Transcription,P0ACK5
b0841,ybjG,,882792,883388,-,undecaprenyl pyrophosphate phosphatase,Lipid transport and metabolism,P75806
b0842,mdfA,,883673,884905,+,multidrug efflux pump MdfA/Na(+):H(+) antiporter/K(+):H(+) antiporter,Amino acid transport and metabolism,P0AEY8
b0843,ybjH,,884946,885230,-,uncharacterized protein YbjH,No COG annotation,P0AAY4
b0844,ybjI,,885316,886131,-,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,Function unknown,P75809
b0845,ybjJ,,886131,887339,-,inner membrane protein YbjJ,Carbohydrate transport and metabolism,P75810
b0846,rcdA,,887423,887959,+,DNA-binding transcriptional regulator RcdA,Transcription,P75811
b0847,ybjL,,888134,889819,-,putative transport protein YbjL,Inorganic ion transport and metabolism,P60869
b0848,ybjM,,890089,890466,+,putative inner membrane protein,Function unknown,P64439
b0849,grxA,,890496,890753,-,reduced glutaredoxin 1,"Post-translational modification, protein turnover,and chaperones",P68688
b0850,ybjC,,890913,891200,+,DUF1418 domain-containing protein YbjC,Function unknown,P46119
b0851,nfsA,,891184,891906,+,NADPH-dependent nitroreductase NfsA,Energy production and conversion,P17117
b0852,rimK,,891967,892869,+,ribosomal protein S6 modification protein,Nucleotide transport and metabolism,P0C0U4
b0853,ybjN,,892957,893433,+,protein YbjN,Function unknown,P0AAY6
b0854,potF,,893784,894896,+,putrescine ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,P31133
b0855,potG,,894991,896124,+,putrescine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P31134
b0856,potH,,896134,897087,+,putrescine ABC transporter membrane subunit PotH,Inorganic ion transport and metabolism,P31135
b0857,potI,,897084,897929,+,putrescine ABC transporter membrane subunit PotI,Inorganic ion transport and metabolism,P0AFL1
b0858,ybjO,,897989,898477,+,putative inner membrane protein,Function unknown,P0AAZ0
b0859,rlmC,,898518,899645,+,23S rRNA m(5)U747 methyltransferase,"Translation, ribosomal structure and biogenesis",P75817
b0860,artJ,,899844,900575,-,L-arginine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,P30860
b0861,artM,,900866,901534,-,L-arginine ABC transporter membrane subunit ArtM,Inorganic ion transport and metabolism,P0AE30
b0862,artQ,,901534,902250,-,L-arginine ABC transporter membrane subunit ArtQ,Inorganic ion transport and metabolism,P0AE34
b0863,artI,,902257,902988,-,putative ABC transporter periplasmic binding protein ArtI,Amino acid transport and metabolism,P30859
b0864,artP,,903006,903734,-,L-arginine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P0AAF6
b0865,ybjP,,903952,904467,-,DUF3828 domain-containing lipoprotein YbjP,Cell wall/membrane/envelope biogenesis,P75818
b0866,ybjQ,,904593,904916,+,putative heavy metal binding protein YbjQ,Function unknown,P0A8C1
b0867,amiD,,904913,905743,+,N-acetylmuramoyl-L-alanine amidase D,Defense mechanisms,P75820
b0868,ybjS,,905740,906753,-,putative NAD(P)H-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,Cell wall/membrane/envelope biogenesis,P75821
b0869,ybjT,,906852,908282,-,putative NAD(P)-dependent oxidoreductase YbjT,Carbohydrate transport and metabolism,P75822
b0870,ltaE,,908293,909294,-,low-specificity L-threonine aldolase,Amino acid transport and metabolism,P75823
b0871,poxB,,909331,911049,-,pyruvate oxidase,Energy production and conversion,P07003
b0872,hcr,,911182,912150,-,NADH oxidoreductase,Energy production and conversion,P75824
b0873,hcp,,912162,913814,-,protein S-nitrosylase,Energy production and conversion,P75825
b0874,lysO,,913958,914857,-,L-lysine exporter,Function unknown,P75826
b0875,aqpZ,,915352,916047,-,water channel AqpZ,Carbohydrate transport and metabolism,P60844
b0876,ybjD,,916473,918131,+,DUF2813 domain-containing protein YbjD,"Replication, recombination and repair",P75828
b0877,ybjX,,918128,919120,-,DUF535 domain-containing protein YbjX,Function unknown,P75829
b0878,macA,,919235,920350,+,ABC-type tripartite efflux pump membrane fusion protein,Cell wall/membrane/envelope biogenesis,P75830
b0879,macB,,920347,922293,+,ABC-type tripartite efflux pump ATP binding/membrane subunit,Defense mechanisms,P75831
b0880,cspD,,922366,922590,-,DNA replication inhibitor,Transcription,P0A968
b0881,clpS,,922913,923233,+,specificity factor for ClpA-ClpP chaperone-protease complex,Function unknown,P0A8Q6
b0882,clpA,,923264,925540,+,ATP-dependent Clp protease ATP-binding subunit ClpA,"Post-translational modification, protein turnover,and chaperones",P0ABH9
b0884,infA,,926225,926443,-,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",P69222
b0885,aat,,926728,927432,-,leucyl/phenylalanyl-tRNA--protein transferase,"Post-translational modification, protein turnover,and chaperones",P0A8P1
b0886,cydC,,927474,929195,-,glutathione/L-cysteine ABC exporter subunit CydC,Inorganic ion transport and metabolism,P23886
b0887,cydD,,929196,930962,-,glutathione/L-cysteine ABC exporter subunit CydD,Inorganic ion transport and metabolism,P29018
b0888,trxB,,931085,932050,-,thioredoxin reductase,"Post-translational modification, protein turnover,and chaperones",P0A9P4
b0889,lrp,,932595,933089,+,DNA-binding transcriptional dual regulator Lrp,Transcription,P0ACJ0
b0890,ftsK,,933224,937213,+,cell division DNA translocase FtsK,"Cell cycle control, cell division, chromosome partitioning",P46889
b0891,lolA,,937372,937983,+,outer membrane lipoprotein carrier protein,Cell wall/membrane/envelope biogenesis,P61316
b0892,rarA,,937994,939337,+,recombination factor,"Replication, recombination and repair",P0AAZ4
b0893,serS,,939428,940720,+,serine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P0A8L1
b0894,dmsA,,940959,943403,+,dimethyl sulfoxide reductase subunit A,Energy production and conversion,P18775
b0895,dmsB,,943414,944031,+,dimethyl sulfoxide reductase subunit B,Energy production and conversion,P18776
b0896,dmsC,,944033,944896,+,dimethyl sulfoxide reductase subunit C,Function unknown,P18777
b0897,ycaC,,944931,945557,-,putative hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",P21367
b0898,ycaD,,945871,947019,+,putative transporter YcaD,Amino acid transport and metabolism,P21503
b0899,ycaM,,947229,948659,+,putative transporter YcaM,Inorganic ion transport and metabolism,P75835
b0900,ycaN,,948660,949568,-,putative LysR-type transcriptional regulator YcaN,Transcription,P75836
b0901,ycaK,,949668,950258,+,putative NAD(P)H-dependent oxidoreductase YcaK,Function unknown,P43340
b0902,pflA,,950340,951080,-,pyruvate formate-lyase activating enzyme,"Post-translational modification, protein turnover,and chaperones",P0A9N4
b0903,pflB,,951272,953554,-,pyruvate formate-lyase,Energy production and conversion,P09373
b0904,focA,,953609,954466,-,formate channel FocA,Inorganic ion transport and metabolism,P0AC23
b0905,ycaO,,954872,956632,-,ribosomal protein S12 methylthiotransferase accessory factor YcaO,Function unknown,P75838
b0906,ycaP,,956762,957454,+,DUF421 domain-containing protein YcaP,Function unknown,P75839
b0907,serC,,957653,958741,+,phosphoserine/phosphohydroxythreonine aminotransferase,Coenzyme transport and metabolism,P23721
b0908,aroA,,958812,960095,+,3-phosphoshikimate 1-carboxyvinyltransferase,Amino acid transport and metabolism,P0A6D3
b0909,ycaL,,960264,961028,+,periplasmic protease YcaL,"Post-translational modification, protein turnover,and chaperones",P43674
b0910,cmk,,961201,961884,+,cytidylate kinase,Nucleotide transport and metabolism,P0A6I0
b0911,rpsA,,961995,963668,+,30S ribosomal subunit protein S1,"Translation, ribosomal structure and biogenesis",P0AG67
b0912,ihfB,,963828,964112,+,integration host factor subunit beta,Transcription,P0A6Y1
b0913,ycaI,,964320,966584,+,conserved inner membrane protein YcaI,Function unknown,P37443
b0914,msbA,,966621,968369,+,ATP-binding lipopolysaccharide transport protein,Defense mechanisms,P60752
b0915,lpxK,,968366,969352,+,tetraacyldisaccharide 4'-kinase,Lipid transport and metabolism,P27300
b0916,ycaQ,,969389,970621,+,winged helix DNA-binding domain-containing protein YcaQ,Function unknown,P75843
b0917,ycaR,,970673,970855,+,UPF0434 family protein YcaR,Function unknown,P0AAZ7
b0918,kdsB,,970852,971598,+,3-deoxy-manno-octulosonate cytidylyltransferase,Cell wall/membrane/envelope biogenesis,P04951
b0919,ycbJ,,971752,972645,+,putative phosphotransferase YcbJ,Function unknown,P0AB03
b0920,elyC,,972622,973401,-,envelope biogenesis factor,Function unknown,P0AB01
b0921,cmoM,,973537,974322,+,tRNA cmo(5)U34 methyltransferase,"Translation, ribosomal structure and biogenesis",P36566
b0922,mukF,,974319,975641,+,chromosome partitioning protein MukF,"Cell cycle control, cell division, chromosome partitioning",P60293
b0923,mukE,,975622,976326,+,chromosome partitioning protein MukE,"Cell cycle control, cell division, chromosome partitioning",P22524
b0924,mukB,,976326,980786,+,chromosome partitioning protein MukB,"Cell cycle control, cell division, chromosome partitioning",P22523
b0925,ldtD,,981047,982894,+,L%2CD-transpeptidase LdtD,Cell wall/membrane/envelope biogenesis,P22525
b0926,ycbK,,983075,983623,+,DUF882 domain-containing protein YcbK,Function unknown,P0AB06
b0927,gloC,,983650,984297,+,hydroxyacylglutathione hydrolase GloC,Function unknown,P75849
b0928,aspC,,984519,985709,-,aspartate aminotransferase,Amino acid transport and metabolism,P00509
b0929,ompF,,985894,986982,-,outer membrane porin F,Cell wall/membrane/envelope biogenesis,P02931
b0930,asnS,,987585,988985,-,asparagine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P0A8M0
b0931,pncB,,989154,990356,-,nicotinate phosphoribosyltransferase,Nucleotide transport and metabolism,P18133
b0932,pepN,,990622,993234,+,aminopeptidase N,Amino acid transport and metabolism,P04825
b0933,ssuB,,993277,994044,-,aliphatic sulfonate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P0AAI1
b0934,ssuC,,994041,994832,-,aliphatic sulfonate ABC transporter membrane subunit,Inorganic ion transport and metabolism,P75851
b0935,ssuD,,994843,995988,-,FMNH2-dependent alkanesulfonate monooxygenase,Energy production and conversion,P80645
b0936,ssuA,,995985,996944,-,aliphatic sulfonate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,P75853
b0937,ssuE,,996937,997512,-,NADPH-dependent FMN reductase,Function unknown,P80644
b0938,elfA,,997868,998407,+,putative laminin-binding fimbrial subunit,Cell motility,P75855
b0939,elfD,,998490,999191,+,putative fimbrial chaperone ElfD,Cell motility,P75856
b0940,elfC,,999216,1001816,+,putative fimbrial usher protein ElfC,Cell motility,P75857
b0941,elfG,,1001807,1002877,+,putative fimbrial-like adhesin protein,Cell motility,P75858
b0942,ycbU,,1002889,1003431,+,putative fimbrial protein YcbU,Cell motility,P75859
b0943,ycbV,,1003439,1003954,+,putative fimbrial protein YcbV,Cell motility,P75860
b0944,ycbF,,1003947,1004657,+,putative fimbrial chaperone YcbF,Cell motility,P40876
b0945,pyrD,,1004768,1005778,+,dihydroorotate dehydrogenase%2C type 2,Nucleotide transport and metabolism,P0A7E1
b0946,zapC,,1005952,1006494,+,cell division protein ZapC,"Cell cycle control, cell division, chromosome partitioning",P75862
b0947,ycbX,,1006491,1007600,-,6-N-hydroxylaminopurine resistance protein,Energy production and conversion,P75863
b0948,rlmL,,1007844,1009952,+,fused 23S rRNA m(2)G2445 methyltransferase and 23S rRNA m(7)G2069 methyltransferase,"Translation, ribosomal structure and biogenesis",P75864
b0949,uup,,1009964,1011871,+,ATP-binding protein with possible role in replication,Function unknown,P43672
b0950,pqiA,,1012001,1013254,+,intermembrane transport protein PqiA,Function unknown,P0AFL9
b0951,pqiB,,1013259,1014899,+,intermembrane transport protein PqiB,"Secondary metabolites biosynthesis, transport, and catabolism",P43671
b0952,pqiC,,1014896,1015459,+,intermembrane transport lipoprotein PqiC,Function unknown,P0AB10
b0953,rmf,,1015715,1015882,+,ribosome modulation factor,"Translation, ribosomal structure and biogenesis",P0AFW2
b0954,fabA,,1015952,1016470,-,beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase,Lipid transport and metabolism,P0A6Q3
b0955,ycbZ,,1016539,1018299,-,putative ATP-dependent protease YcbZ,"Post-translational modification, protein turnover,and chaperones",P75867
b0956,matP,,1018485,1018937,+,macrodomain Ter protein,"Cell cycle control, cell division, chromosome partitioning",P0A8N0
b0957,ompA,,1019013,1020053,-,outer membrane porin A,Cell wall/membrane/envelope biogenesis,P0A910
b0958,sulA,,1020410,1020919,-,cell division inhibitor SulA,"Cell cycle control, cell division, chromosome partitioning",P0AFZ5
b0959,sxy,,1021138,1021767,+,transcriptional coactivator for CRP,Transcription,P75869
b0960,yccS,,1021730,1023883,-,putative transporter YccS,Function unknown,P75870
b0961,yccF,,1023902,1024348,-,conserved inner membrane protein YccF,Function unknown,P0AB12
b0962,helD,,1024471,1026525,+,DNA helicase IV,"Replication, recombination and repair",P15038
b0963,mgsA,,1026557,1027015,-,methylglyoxal synthase,Carbohydrate transport and metabolism,P0A731
b0964,yccT,,1027111,1027773,-,DUF2057 domain-containing protein YccT,Function unknown,P0A8X4
b0965,yccU,,1027946,1028359,+,putative CoA-binding protein with NAD(P)-binding Rossmann-fold domain,Function unknown,P75874
b0966,hspQ,,1028404,1028721,-,heat shock protein%2C hemimethylated DNA-binding protein,Function unknown,P0AB20
b0967,rlmI,,1028779,1029969,-,23S rRNA m(5)C1962 methyltransferase,"Translation, ribosomal structure and biogenesis",P75876
b0968,yccX,,1030064,1030342,+,acylphosphatase,Energy production and conversion,P0AB65
b0969,tusE,,1030339,1030668,-,sulfur transfer protein TusE,"Translation, ribosomal structure and biogenesis",P0AB18
b0970,yccA,,1030759,1031418,-,modulator of FtsH protease,Function unknown,P0AAC6
b0972,hyaA,,1032139,1033257,+,hydrogenase 1 small subunit,Energy production and conversion,P69739
b0973,hyaB,,1033254,1035047,+,hydrogenase 1 large subunit,Energy production and conversion,P0ACD8
b0974,hyaC,,1035066,1035773,+,hydrogenase 1 cytochrome b subunit,Energy production and conversion,P0AAM1
b0975,hyaD,,1035770,1036357,+,putative hydrogenase 1 maturation protease HyaD,"Post-translational modification, protein turnover,and chaperones",P19930
b0976,hyaE,,1036354,1036752,+,putative HyaA chaperone,Function unknown,P19931
b0977,hyaF,,1036749,1037606,+,protein HyaF,Energy production and conversion,P19932
b0978,appC,,1037740,1039284,+,cytochrome bd-II ubiquinol oxidase subunit I,Energy production and conversion,P26459
b0979,appB,,1039296,1040432,+,cytochrome bd-II ubiquinol oxidase subunit II,Energy production and conversion,P26458
b4592,appX,,1040445,1040537,+,small protein AppX,No COG annotation,P24244
b0980,appA,,1040617,1041915,+,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,Function unknown,P07102
b0981,etk,,1042030,1044210,-,protein-tyrosine kinase Etk,"Cell cycle control, cell division, chromosome partitioning",P38134
b0982,etp,,1044230,1044676,-,phosphotyrosine-protein phosphatase,Signal transduction mechanisms,P0ACZ2
b0983,gfcE,,1044664,1045803,-,putative exopolysaccharide export lipoprotein GfcE,Cell wall/membrane/envelope biogenesis,P0A932
b0984,gfcD,,1045849,1047945,-,putative lipoprotein GfcD,Cell wall/membrane/envelope biogenesis,P75882
b0985,gfcC,,1047945,1048691,-,capsule biosynthesis GfcC family protein,Function unknown,P75883
b0986,gfcB,,1048688,1049332,-,lipoprotein GfcB,Cell wall/membrane/envelope biogenesis,P75884
b0987,gfcA,,1049439,1049744,-,threonine-rich inner membrane protein GfcA,No COG annotation,P75885
b4516,insA-4,,1049833,1050108,+,IS1 protein InsA,"Replication, recombination and repair",P0CF08
b0988,insB-4,,1050027,1050530,+,IS1 protein InsB,"Replication, recombination and repair",P57998
b0989,cspH,,1050963,1051175,-,CspA family protein CspH,Transcription,P0A982
b0990,cspG,,1051461,1051673,+,cold shock protein CspG,Transcription,P0A978
b4723,ymcF,,1051684,1051872,+,protein YmcF,No COG annotation,UPI0008FB6AA5
b0991,ymcE,,1051847,1052077,+,protein YmcE,Function unknown,P0AAA5
b4517,gnsA,,1052067,1052240,+,putative phosphatidylethanolamine synthesis regulator GnsA,Function unknown,P0AC92
b0992,yccM,,1052289,1053362,-,putative 4Fe-4S membrane protein,Energy production and conversion,P52636
b0993,torS,,1053434,1056178,-,sensory histidine kinase TorS,Signal transduction mechanisms,P39453
b0994,torT,,1056261,1057289,+,periplasmic trimethylamine-N-oxide binding protein,Carbohydrate transport and metabolism,P38683
b0995,torR,,1057262,1057954,-,DNA-binding transcriptional dual regulator TorR,Transcription,P38684
b0996,torC,,1058084,1059256,+,cytochrome c menaquinol dehydrogenase TorC,Energy production and conversion,P33226
b0997,torA,,1059256,1061802,+,trimethylamine N-oxide reductase 1,Energy production and conversion,P33225
b0998,torD,,1061799,1062398,+,trimethylamine-N-oxide reductase-specific chaperone,"Post-translational modification, protein turnover,and chaperones",P36662
b0999,cbpM,,1062550,1062855,-,chaperone modulator CbpM,Transcription,P63264
b1000,cbpA,,1062855,1063775,-,curved DNA-binding protein,"Post-translational modification, protein turnover,and chaperones",P36659
b1001,yccE,,1064036,1065292,+,uncharacterized protein YccE,No COG annotation,P36661
b1002,agp,,1065585,1066826,+,glucose-1-phosphatase,Function unknown,P19926
b1003,yccJ,,1066864,1067091,-,PF13993 family protein YccJ,Function unknown,P0AB14
b1004,wrbA,,1067112,1067708,-,NAD(P)H:quinone oxidoreductase,Function unknown,P0A8G6
b4518,ymdF,,1068081,1068254,+,conserved protein YmdF,No COG annotation,P56614
b1006,rutG,,1068511,1069839,-,pyrimidine:H(+) symporter,Nucleotide transport and metabolism,P75892
b1007,rutF,,1069860,1070354,-,flavin reductase,Energy production and conversion,P75893
b1008,rutE,,1070365,1070955,-,putative malonic semialdehyde reductase,Energy production and conversion,P75894
b1009,rutD,,1070965,1071765,-,putative aminoacrylate hydrolase,Nucleotide transport and metabolism,P75895
b1010,rutC,,1071773,1072159,-,putative aminoacrylate peracid reductase,"Translation, ribosomal structure and biogenesis",P0AFQ5
b1011,rutB,,1072171,1072863,-,peroxyureidoacrylate/ureidoacrylate amidohydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",P75897
b1012,rutA,,1072863,1074011,-,pyrimidine oxygenase,Nucleotide transport and metabolism,P75898
b1013,rutR,,1074242,1074880,+,DNA-binding transcriptional dual regulator RutR,Transcription,P0ACU2
b1014,putA,,1074920,1078882,-,fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA,Transcription,P09546
b4737,ymdG,,1079024,1079146,+,protein YmdG,No COG annotation,UPI0001F8DAAC
b1015,putP,,1079305,1080813,+,proline:Na(+) symporter,Inorganic ion transport and metabolism,P07117
b4490,efeU,,1081356,1082185,+,inactive ferrous iron permease EfeU%2C N-terminal fragment,No COG annotation,
b1018,efeO,,1082243,1083370,+,ferrous iron transport system protein EfeO,Inorganic ion transport and metabolism,P0AB24
b1019,efeB,,1083376,1084647,+,heme-containing peroxidase/deferrochelatase,Inorganic ion transport and metabolism,P31545
b1020,phoH,,1084992,1086056,+,ATP-binding protein PhoH,Signal transduction mechanisms,P0A9K1
b1021,pgaD,,1086106,1086519,-,poly-N-acetyl-D-glucosamine synthase subunit PgaD,Function unknown,P69432
b1022,pgaC,,1086521,1087846,-,poly-N-acetyl-D-glucosamine synthase subunit PgaC,Cell wall/membrane/envelope biogenesis,P75905
b1023,pgaB,,1087839,1089857,-,poly-beta-1%2C6-N-acetyl-D-glucosamine N-deacetylase and beta-1%2C6 glycoside hydrolase,Cell wall/membrane/envelope biogenesis,P75906
b1024,pgaA,,1089866,1092289,-,partially deacetylated poly-beta-1%2C6-N-acetyl-D-glucosamine outer membrane porin,Function unknown,P69434
b1025,dgcT,,1092876,1094234,+,putative diguanylate cyclase DgcT,Signal transduction mechanisms,P75908
b1026,insF-4,,1094275,1095141,-,IS3 element protein InsF,"Replication, recombination and repair",P0CF79
b1027,insE-4,,1095138,1095437,-,IS3 element protein InsE,"Replication, recombination and repair",P0CF66
b1028,ymdE,,1095544,1095846,+,protein YmdE,Lipid transport and metabolism,
b1029,ycdU,,1095843,1096829,+,uncharacterized protein YcdU,No COG annotation,P75910
b1033,ghrA,,1097886,1098824,+,glyoxylate/hydroxypyruvate reductase A,Amino acid transport and metabolism,P75913
b1034,ycdX,,1098879,1099616,+,zinc-binding phosphatase,Amino acid transport and metabolism,P75914
b1035,ycdY,,1099640,1100194,+,chaperone protein YcdY,Function unknown,P75915
b1036,ycdZ,,1100296,1100787,+,putative inner membrane protein,Function unknown,P75916
b1037,csgG,,1100851,1101684,-,curli secretion channel,Cell wall/membrane/envelope biogenesis,P0AEA2
b1038,csgF,,1101711,1102127,-,curli assembly component,Function unknown,P0AE98
b1039,csgE,,1102152,1102541,-,curli transport specificity factor,Function unknown,P0AE95
b1040,csgD,,1102546,1103196,-,DNA-binding transcriptional dual regulator CsgD,Transcription,P52106
b1041,csgB,,1103951,1104406,+,curlin%2C minor subunit,Function unknown,P0ABK7
b1042,csgA,,1104447,1104902,+,curlin%2C major subunit,Function unknown,P28307
b1043,csgC,,1104961,1105293,+,inhibitor of CsgA amyloid formation,Cell wall/membrane/envelope biogenesis,P52107
b1044,ymdA,,1105414,1105725,+,uncharacterized protein YmdA,No COG annotation,P75917
b1045,ymdB,,1105820,1106353,+,2'-O-acetyl-ADP-ribose deacetylase%2C regulator of RNase III activity,Function unknown,P0A8D6
b1046,clsC,,1106355,1107776,+,cardiolipin synthase C,Lipid transport and metabolism,P75919
b1047,opgC,,1107784,1108941,-,protein required for succinyl modification of osmoregulated periplasmic glucans,Lipid transport and metabolism,P75920
b1048,opgG,,1109335,1110870,+,osmoregulated periplasmic glucans (OPGs) biosynthesis protein G,Inorganic ion transport and metabolism,P33136
b1049,opgH,,1110863,1113406,+,osmoregulated periplasmic glucans (OPGs) biosynthesis protein H,Cell wall/membrane/envelope biogenesis,P62517
b1050,yceK,,1113579,1113806,+,DUF1375 domain-containing lipoprotein YceK,Function unknown,P0AB31
b1051,msyB,,1113807,1114181,-,acidic protein that suppresses heat sensitivity of a secY mutant,Function unknown,P25738
b1053,mdtG,,1114264,1115490,-,efflux pump MdtG,Amino acid transport and metabolism,P25744
b1054,lpxL,,1115662,1116582,-,lauroyl acyltransferase,Cell wall/membrane/envelope biogenesis,P0ACV0
b1055,yceA,,1116807,1117859,+,UPF0176 protein YceA,Function unknown,P24188
b1056,yceI,,1117901,1118476,-,protein YceI,Function unknown,P0A8X2
