locus_id,go_id,go_name
b1129,GO:0005887,integral component of plasma membrane
b1129,GO:0010350,cellular response to magnesium starvation
b1129,GO:0016301,kinase activity
b1129,GO:0046777,protein autophosphorylation
b1129,GO:0046872,metal ion binding
b1130,GO:0000160,phosphorelay signal transduction system
b1130,GO:0005829,cytosol
b1130,GO:0042802,identical protein binding
b1131,GO:0004018,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity"
b1131,GO:0005829,cytosol
b1131,GO:0006974,cellular response to DNA damage stimulus
b1132,GO:0005515,protein binding
b1132,GO:0005886,plasma membrane
b1132,GO:0009408,response to heat
b1132,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane
b1133,GO:0002143,tRNA wobble position uridine thiolation
b1133,GO:0005829,cytosol
b1133,GO:0016783,sulfurtransferase activity
b1134,GO:0004787,thiamine-pyrophosphatase activity
b1134,GO:0017110,nucleoside-diphosphatase activity
b1134,GO:0017111,nucleoside-triphosphatase activity
b1135,GO:0000455,enzyme-directed rRNA pseudouridine synthesis
b1135,GO:0005829,cytosol
b1135,GO:0009982,pseudouridine synthase activity
b1136,GO:0000287,magnesium ion binding
b1136,GO:0004450,isocitrate dehydrogenase (NADP+) activity
b1136,GO:0005737,cytoplasm
b1136,GO:0005829,cytosol
b1136,GO:0006979,response to oxidative stress
b1136,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
b1136,GO:0022900,electron transport chain
b1136,GO:0051287,NAD binding
b1136,GO:0055114,oxidation-reduction process
b1139,GO:0006448,regulation of translational elongation
b1139,GO:0008233,peptidase activity
b1140,GO:0046982,protein heterodimerization activity
b1144,GO:0005829,cytosol
b1156,GO:0005515,protein binding
b1158,GO:0000150,recombinase activity
b1158,GO:0006310,DNA recombination
b1159,GO:0008327,methyl-CpG binding
b1160,GO:0005515,protein binding
b1160,GO:0010350,cellular response to magnesium starvation
b1160,GO:0042177,negative regulation of protein catabolic process
b1160,GO:0043856,anti-sigma factor antagonist activity
b1160,GO:0071468,cellular response to acidic pH
b1162,GO:0003700,DNA binding transcription factor activity
b1162,GO:0045892,"negative regulation of transcription, DNA-templated"
b1163,GO:0009637,response to blue light
b1163,GO:0043433,negative regulation of DNA binding transcription factor activity
b1163,GO:0050660,flavin adenine dinucleotide binding
b1163,GO:0070491,repressing transcription factor binding
b1165,GO:1900191,negative regulation of single-species biofilm formation
b1166,GO:0003677,DNA binding
b1166,GO:0042542,response to hydrogen peroxide
b1166,GO:0042710,biofilm formation
b1167,GO:0042710,biofilm formation
b1168,GO:0005886,plasma membrane
b1171,GO:0030288,outer membrane-bounded periplasmic space
b1174,GO:0000918,division septum site selection
b1174,GO:0005515,protein binding
b1174,GO:0005829,cytosol
b1174,GO:0005886,plasma membrane
b1174,GO:0032955,regulation of division septum assembly
b1174,GO:0042802,identical protein binding
b1174,GO:0051302,regulation of cell division
b1175,GO:0005515,protein binding
b1175,GO:0005524,ATP binding
b1175,GO:0005829,cytosol
b1175,GO:0005886,plasma membrane
b1175,GO:0007059,chromosome segregation
b1175,GO:0009898,cytoplasmic side of plasma membrane
b1175,GO:0016887,ATPase activity
b1175,GO:0031226,intrinsic component of plasma membrane
b1175,GO:0042802,identical protein binding
b1175,GO:0051301,cell division
b1175,GO:0051782,negative regulation of cell division
b1175,GO:0060187,cell pole
b1176,GO:0005515,protein binding
b1176,GO:0005829,cytosol
b1176,GO:0032955,regulation of division septum assembly
b1176,GO:0042802,identical protein binding
b1176,GO:0051301,cell division
b1176,GO:0051302,regulation of cell division
b1176,GO:0060187,cell pole
b1178,GO:0005829,cytosol
b1178,GO:0042597,periplasmic space
b1178,GO:0060241,lysozyme inhibitor activity
b1182,GO:0005576,extracellular region
b1182,GO:0009405,pathogenesis
b1182,GO:0042597,periplasmic space
b1182,GO:0042802,identical protein binding
b1182,GO:0044179,hemolysis in other organism
b1182,GO:0044532,modulation of apoptotic process in other organism
b1182,GO:0051715,cytolysis in other organism
b1183,GO:0003697,single-stranded DNA binding
b1183,GO:0003887,DNA-directed DNA polymerase activity
b1183,GO:0005515,protein binding
b1183,GO:0006281,DNA repair
b1183,GO:0006974,cellular response to DNA damage stimulus
b1183,GO:0008094,DNA-dependent ATPase activity
b1183,GO:0009355,DNA polymerase V complex
b1183,GO:0009432,SOS response
b1183,GO:0019985,translesion synthesis
b1184,GO:0003697,single-stranded DNA binding
b1184,GO:0003887,DNA-directed DNA polymerase activity
b1184,GO:0005515,protein binding
b1184,GO:0005886,plasma membrane
b1184,GO:0006974,cellular response to DNA damage stimulus
b1184,GO:0008094,DNA-dependent ATPase activity
b1184,GO:0009355,DNA polymerase V complex
b1184,GO:0009432,SOS response
b1184,GO:0016020,membrane
b1184,GO:0016021,integral component of membrane
b1184,GO:0019985,translesion synthesis
b1185,GO:0005515,protein binding
b1185,GO:0009408,response to heat
b1185,GO:0015035,protein disulfide oxidoreductase activity
b1185,GO:0016021,integral component of membrane
b1185,GO:0022900,electron transport chain
b1186,GO:0005886,plasma membrane
b1186,GO:0006814,sodium ion transport
b1186,GO:0006883,cellular sodium ion homeostasis
b1186,GO:0010226,response to lithium ion
b1186,GO:0015385,sodium:proton antiporter activity
b1186,GO:0015491,cation:cation antiporter activity
b1186,GO:0015992,proton transport
b1186,GO:0034220,ion transmembrane transport
b1186,GO:0051452,intracellular pH reduction
b1186,GO:0055085,transmembrane transport
b1187,GO:0003700,DNA binding transcription factor activity
b1187,GO:0005829,cytosol
b1187,GO:0019217,regulation of fatty acid metabolic process
b1187,GO:0019395,fatty acid oxidation
b1187,GO:0045723,positive regulation of fatty acid biosynthetic process
b1187,GO:0045892,"negative regulation of transcription, DNA-templated"
b1187,GO:0045893,"positive regulation of transcription, DNA-templated"
b1188,GO:0006974,cellular response to DNA damage stimulus
b1189,GO:0005737,cytoplasm
b1189,GO:0005886,plasma membrane
b1189,GO:0008718,D-amino-acid dehydrogenase activity
b1189,GO:0019480,L-alanine oxidation to pyruvate via D-alanine
b1189,GO:0055130,D-alanine catabolic process
b1191,GO:0005886,plasma membrane
b1191,GO:0005887,integral component of plasma membrane
b1191,GO:0006813,potassium ion transport
b1191,GO:0006884,cell volume homeostasis
b1191,GO:0015386,potassium:proton antiporter activity
b1191,GO:0098655,cation transmembrane transport
b1192,GO:0004180,carboxypeptidase activity
b1192,GO:0005829,cytosol
b1192,GO:0009050,glycopeptide catabolic process
b1192,GO:0009254,peptidoglycan turnover
b1193,GO:0008932,lytic endotransglycosylase activity
b1193,GO:0008933,lytic transglycosylase activity
b1193,GO:0009279,cell outer membrane
b1194,GO:0005515,protein binding
b1194,GO:0035438,cyclic-di-GMP binding
b1194,GO:0051270,regulation of cellular component movement
b1194,GO:0071945,regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed
b1194,GO:0071973,bacterial-type flagellum-dependent cell motility
b1197,GO:0004555,"alpha,alpha-trehalase activity"
b1197,GO:0005993,trehalose catabolic process
b1197,GO:0006974,cellular response to DNA damage stimulus
b1197,GO:0030288,outer membrane-bounded periplasmic space
b1197,GO:0071474,cellular hyperosmotic response
b1198,GO:0005829,cytosol
b1198,GO:0006974,cellular response to DNA damage stimulus
b1198,GO:0033558,protein deacetylase activity
b1198,GO:0034983,peptidyl-lysine deacetylation
b1199,GO:0000287,magnesium ion binding
b1199,GO:0005515,protein binding
b1199,GO:0005829,cytosol
b1199,GO:0016740,transferase activity
b1199,GO:0043531,ADP binding
b1200,GO:0005515,protein binding
b1200,GO:0005829,cytosol
b1200,GO:0006974,cellular response to DNA damage stimulus
b1200,GO:0042182,ketone catabolic process
b1200,GO:0046365,monosaccharide catabolic process
b1200,GO:0047324,phosphoenolpyruvate-glycerone phosphotransferase activity
b1200,GO:0061610,glycerol to glycerone phosphate metabolic process
b1201,GO:0006351,"transcription, DNA-templated"
b1201,GO:0006355,"regulation of transcription, DNA-templated"
b1202,GO:0043708,cell adhesion involved in biofilm formation
b1203,GO:0004857,enzyme inhibitor activity
b1203,GO:0005515,protein binding
b1203,GO:0005737,cytoplasm
b1203,GO:0006979,response to oxidative stress
b1203,GO:0016887,ATPase activity
b1203,GO:0043022,ribosome binding
b1203,GO:0043023,ribosomal large subunit binding
b1204,GO:0004045,aminoacyl-tRNA hydrolase activity
b1204,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins
b1205,GO:0044011,single-species biofilm formation on inanimate substrate
b1205,GO:0070301,cellular response to hydrogen peroxide
b1205,GO:0071276,cellular response to cadmium ion
b1206,GO:0005886,plasma membrane
b1206,GO:0005887,integral component of plasma membrane
b1206,GO:0015116,sulfate transmembrane transporter activity
b1206,GO:0015138,fumarate transmembrane transporter activity
b1206,GO:0015141,succinate transmembrane transporter activity
b1206,GO:0015183,L-aspartate transmembrane transporter activity
b1206,GO:0015741,fumarate transport
b1206,GO:0015810,aspartate transport
b1206,GO:0071422,succinate transmembrane transport
b1207,GO:0000287,magnesium ion binding
b1207,GO:0004749,ribose phosphate diphosphokinase activity
b1207,GO:0005829,cytosol
b1207,GO:0006015,5-phosphoribose 1-diphosphate biosynthetic process
b1207,GO:0042301,phosphate ion binding
b1208,GO:0005524,ATP binding
b1208,GO:0050515,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
b1209,GO:0009279,cell outer membrane
b1209,GO:0010876,lipid localization
b1209,GO:0042157,lipoprotein metabolic process
b1209,GO:0044874,lipoprotein localization to outer membrane
b1209,GO:0051668,localization within membrane
b1209,GO:0071723,lipopeptide binding
b1210,GO:0005515,protein binding
b1210,GO:0008883,glutamyl-tRNA reductase activity
b1210,GO:0019353,protoporphyrinogen IX biosynthetic process from glutamate
b1210,GO:0042802,identical protein binding
b1211,GO:0005829,cytosol
b1211,GO:0006415,translational termination
b1211,GO:0016149,"translation release factor activity, codon specific"
b1211,GO:0043022,ribosome binding
b1212,GO:0005829,cytosol
b1212,GO:0006415,translational termination
b1212,GO:0006479,protein methylation
b1212,GO:0008276,protein methyltransferase activity
b1212,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity
b1212,GO:0010468,regulation of gene expression
b1212,GO:0018364,peptidyl-glutamine methylation
b1212,GO:0036009,protein-glutamine N-methyltransferase activity
b1213,GO:0005886,plasma membrane
b1215,GO:0005829,cytosol
b1215,GO:0008676,3-deoxy-8-phosphooctulonate synthase activity
b1215,GO:0019294,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process
b1215,GO:0051289,protein homotetramerization
b1216,GO:0005886,plasma membrane
b1216,GO:0005887,integral component of plasma membrane
b1216,GO:0006813,potassium ion transport
b1216,GO:0006814,sodium ion transport
b1216,GO:0006883,cellular sodium ion homeostasis
b1216,GO:0015385,sodium:proton antiporter activity
b1216,GO:0015386,potassium:proton antiporter activity
b1216,GO:0030007,cellular potassium ion homeostasis
b1218,GO:0003839,gamma-glutamylcyclotransferase activity
b1218,GO:0005737,cytoplasm
b1218,GO:0006751,glutathione catabolic process
b1218,GO:0071973,bacterial-type flagellum-dependent cell motility
b1219,GO:0005829,cytosol
b1220,GO:0009279,cell outer membrane
b1220,GO:0009405,pathogenesis
b1220,GO:0030260,entry into host cell
b1221,GO:0003677,DNA binding
b1221,GO:0005829,cytosol
b1221,GO:0006355,"regulation of transcription, DNA-templated"
b1221,GO:0010468,regulation of gene expression
b1221,GO:0090352,regulation of nitrate assimilation
b1222,GO:0000155,phosphorelay sensor kinase activity
b1222,GO:0000160,phosphorelay signal transduction system
b1222,GO:0004721,phosphoprotein phosphatase activity
b1222,GO:0005886,plasma membrane
b1222,GO:0006974,cellular response to DNA damage stimulus
b1222,GO:0016021,integral component of membrane
b1222,GO:0046777,protein autophosphorylation
b1222,GO:0071249,cellular response to nitrate
b1222,GO:0071250,cellular response to nitrite
b1223,GO:0005452,inorganic anion exchanger activity
b1223,GO:0005886,plasma membrane
b1223,GO:0005887,integral component of plasma membrane
b1223,GO:0015112,nitrate transmembrane transporter activity
b1223,GO:0015513,high-affinity secondary active nitrite transmembrane transporter activity
b1223,GO:0015514,nitrite efflux transmembrane transporter activity
b1223,GO:0015706,nitrate transport
b1223,GO:0015707,nitrite transport
b1224,GO:0005515,protein binding
b1224,GO:0008940,nitrate reductase activity
b1224,GO:0009055,electron transfer activity
b1224,GO:0009061,anaerobic respiration
b1224,GO:0016020,membrane
b1224,GO:0031224,intrinsic component of membrane
b1224,GO:0031235,intrinsic component of the cytoplasmic side of the plasma membrane
b1224,GO:0042126,nitrate metabolic process
b1224,GO:0043546,molybdopterin cofactor binding
b1224,GO:0044799,NarGHI complex
b1224,GO:0051539,"4 iron, 4 sulfur cluster binding"
b1225,GO:0005515,protein binding
b1225,GO:0008940,nitrate reductase activity
b1225,GO:0009055,electron transfer activity
b1225,GO:0009061,anaerobic respiration
b1225,GO:0016020,membrane
b1225,GO:0031224,intrinsic component of membrane
b1225,GO:0031235,intrinsic component of the cytoplasmic side of the plasma membrane
b1225,GO:0042126,nitrate metabolic process
b1225,GO:0044799,NarGHI complex
b1225,GO:0051536,iron-sulfur cluster binding
b1225,GO:0051538,"3 iron, 4 sulfur cluster binding"
b1225,GO:0051539,"4 iron, 4 sulfur cluster binding"
b1226,GO:0005515,protein binding
b1226,GO:0005737,cytoplasm
b1226,GO:0016530,metallochaperone activity
b1226,GO:0042128,nitrate assimilation
b1226,GO:0051131,chaperone-mediated protein complex assembly
b1227,GO:0005886,plasma membrane
b1227,GO:0005887,integral component of plasma membrane
b1227,GO:0008940,nitrate reductase activity
b1227,GO:0009055,electron transfer activity
b1227,GO:0009061,anaerobic respiration
b1227,GO:0009325,nitrate reductase complex
b1227,GO:0019645,anaerobic electron transport chain
b1227,GO:0020037,heme binding
b1227,GO:0044799,NarGHI complex
b1232,GO:0005829,cytosol
b1232,GO:0006164,purine nucleotide biosynthetic process
b1232,GO:0006730,one-carbon metabolic process
b1232,GO:0008864,formyltetrahydrofolate deformylase activity
b1232,GO:0009152,purine ribonucleotide biosynthetic process
b1232,GO:0009257,10-formyltetrahydrofolate biosynthetic process
b1234,GO:0006629,lipid metabolic process
b1234,GO:0016042,lipid catabolic process
b1234,GO:0016787,hydrolase activity
b1235,GO:0005515,protein binding
b1235,GO:0016989,sigma factor antagonist activity
b1235,GO:0031648,protein destabilization
b1235,GO:0045862,positive regulation of proteolysis
b1236,GO:0000287,magnesium ion binding
b1236,GO:0003983,UTP:glucose-1-phosphate uridylyltransferase activity
b1236,GO:0005829,cytosol
b1236,GO:0006011,UDP-glucose metabolic process
b1236,GO:0009242,colanic acid biosynthetic process
b1236,GO:0009244,lipopolysaccharide core region biosynthetic process
b1236,GO:0033499,galactose catabolic process via UDP-galactose
b1236,GO:0042802,identical protein binding
b1236,GO:0051289,protein homotetramerization
b1236,GO:1900727,osmoregulated periplasmic glucan biosynthetic process
b1237,GO:0003681,bent DNA binding
b1237,GO:0005515,protein binding
b1237,GO:0005829,cytosol
b1237,GO:0016020,membrane
b1237,GO:0042802,identical protein binding
b1238,GO:0004797,thymidine kinase activity
b1238,GO:0005829,cytosol
b1238,GO:0006259,DNA metabolic process
b1238,GO:0046104,thymidine metabolic process
b1241,GO:0004022,alcohol dehydrogenase (NAD) activity
b1241,GO:0005829,cytosol
b1241,GO:0006115,ethanol biosynthetic process
b1241,GO:0008774,acetaldehyde dehydrogenase (acetylating) activity
b1241,GO:0016020,membrane
b1241,GO:0042802,identical protein binding
b1242,GO:0005886,plasma membrane
b1243,GO:0006857,oligopeptide transport
b1243,GO:0009408,response to heat
b1243,GO:0015197,peptide transporter activity
b1243,GO:0030288,outer membrane-bounded periplasmic space
b1243,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1243,GO:0061077,chaperone-mediated protein folding
b1243,GO:1900750,oligopeptide binding
b1244,GO:0005886,plasma membrane
b1244,GO:0015421,oligopeptide-transporting ATPase activity
b1244,GO:0015640,peptidoglycan peptide transmembrane transporter activity
b1244,GO:0015834,peptidoglycan-associated peptide transport
b1244,GO:0035672,oligopeptide transmembrane transport
b1244,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1245,GO:0005886,plasma membrane
b1245,GO:0015421,oligopeptide-transporting ATPase activity
b1245,GO:0015640,peptidoglycan peptide transmembrane transporter activity
b1245,GO:0015834,peptidoglycan-associated peptide transport
b1245,GO:0035672,oligopeptide transmembrane transport
b1245,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1246,GO:0005524,ATP binding
b1246,GO:0015421,oligopeptide-transporting ATPase activity
b1246,GO:0015640,peptidoglycan peptide transmembrane transporter activity
b1246,GO:0015834,peptidoglycan-associated peptide transport
b1246,GO:0035672,oligopeptide transmembrane transport
b1246,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1247,GO:0005524,ATP binding
b1247,GO:0005886,plasma membrane
b1247,GO:0015421,oligopeptide-transporting ATPase activity
b1247,GO:0015640,peptidoglycan peptide transmembrane transporter activity
b1247,GO:0015834,peptidoglycan-associated peptide transport
b1247,GO:0035672,oligopeptide transmembrane transport
b1247,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1248,GO:0005515,protein binding
b1249,GO:0008808,cardiolipin synthase activity
b1249,GO:0016020,membrane
b1249,GO:0032049,cardiolipin biosynthetic process
b1250,GO:0005886,plasma membrane
b1250,GO:0005887,integral component of plasma membrane
b1250,GO:0006813,potassium ion transport
b1250,GO:0022890,inorganic cation transmembrane transporter activity
b1250,GO:0042802,identical protein binding
b1250,GO:0051289,protein homotetramerization
b1250,GO:0071805,potassium ion transmembrane transport
b1251,GO:0005829,cytosol
b1252,GO:0005515,protein binding
b1252,GO:0005886,plasma membrane
b1252,GO:0015889,cobalamin transport
b1252,GO:0015891,siderophore transport
b1252,GO:0030288,outer membrane-bounded periplasmic space
b1252,GO:0031992,energy transducer activity
b1252,GO:0042914,colicin transport
b1252,GO:0071575,integral component of external side of plasma membrane
b1252,GO:0098002,receptor-mediated bacteriophage irreversible attachment to host cell
b1252,GO:0098797,plasma membrane protein complex
b1253,GO:0047617,acyl-CoA hydrolase activity
b1254,GO:0005515,protein binding
b1254,GO:0005886,plasma membrane
b1254,GO:0005887,integral component of plasma membrane
b1255,GO:0005886,plasma membrane
b1256,GO:0005515,protein binding
b1256,GO:0009279,cell outer membrane
b1257,GO:0006974,cellular response to DNA damage stimulus
b1258,GO:0006974,cellular response to DNA damage stimulus
b1259,GO:0071978,bacterial-type flagellum-dependent swarming motility
b1260,GO:0000162,tryptophan biosynthetic process
b1260,GO:0004834,tryptophan synthase activity
b1260,GO:0005737,cytoplasm
b1260,GO:0005829,cytosol
b1260,GO:0009073,aromatic amino acid family biosynthetic process
b1260,GO:0016829,lyase activity
b1261,GO:0000162,tryptophan biosynthetic process
b1261,GO:0004834,tryptophan synthase activity
b1261,GO:0005737,cytoplasm
b1261,GO:0005829,cytosol
b1261,GO:0009073,aromatic amino acid family biosynthetic process
b1261,GO:0030170,pyridoxal phosphate binding
b1261,GO:0042802,identical protein binding
b1262,GO:0000162,tryptophan biosynthetic process
b1262,GO:0004425,indole-3-glycerol-phosphate synthase activity
b1262,GO:0004640,phosphoribosylanthranilate isomerase activity
b1263,GO:0000162,tryptophan biosynthetic process
b1263,GO:0004048,anthranilate phosphoribosyltransferase activity
b1263,GO:0004049,anthranilate synthase activity
b1263,GO:0005950,anthranilate synthase complex
b1264,GO:0000162,tryptophan biosynthetic process
b1264,GO:0004049,anthranilate synthase activity
b1264,GO:0005829,cytosol
b1265,GO:0090357,regulation of tryptophan metabolic process
b1266,GO:0004534,5'-3' exoribonuclease activity
b1266,GO:0008252,nucleotidase activity
b1266,GO:0030145,manganese ion binding
b1266,GO:0035312,5'-3' exodeoxyribonuclease activity
b1267,GO:0005829,cytosol
b1268,GO:0005886,plasma membrane
b1269,GO:0000455,enzyme-directed rRNA pseudouridine synthesis
b1269,GO:0005515,protein binding
b1269,GO:0005829,cytosol
b1269,GO:0009982,pseudouridine synthase activity
b1270,GO:0008817,"cob(I)yrinic acid a,c-diamide adenosyltransferase activity"
b1270,GO:0009236,cobalamin biosynthetic process
b1270,GO:0019250,aerobic cobalamin biosynthetic process
b1271,GO:0005622,intracellular
b1271,GO:0016491,oxidoreductase activity
b1271,GO:1901575,organic substance catabolic process
b1272,GO:0005886,plasma membrane
b1272,GO:0005887,integral component of plasma membrane
b1272,GO:0006508,proteolysis
b1273,GO:0005829,cytosol
b1274,GO:0003916,DNA topoisomerase activity
b1274,GO:0003917,DNA topoisomerase type I activity
b1274,GO:0005829,cytosol
b1274,GO:0006265,DNA topological change
b1275,GO:0003677,DNA binding
b1275,GO:0005829,cytosol
b1275,GO:0006351,"transcription, DNA-templated"
b1275,GO:0010165,response to X-ray
b1275,GO:0042802,identical protein binding
b1276,GO:0003729,mRNA binding
b1276,GO:0003730,mRNA 3'-UTR binding
b1276,GO:0003994,aconitate hydratase activity
b1276,GO:0005506,iron ion binding
b1276,GO:0005737,cytoplasm
b1276,GO:0005829,cytosol
b1276,GO:0006097,glyoxylate cycle
b1276,GO:0006099,tricarboxylic acid cycle
b1276,GO:0006979,response to oxidative stress
b1276,GO:0008152,metabolic process
b1276,GO:0009061,anaerobic respiration
b1276,GO:0046872,metal ion binding
b1276,GO:0051539,"4 iron, 4 sulfur cluster binding"
b1277,GO:0003935,GTP cyclohydrolase II activity
b1277,GO:0005515,protein binding
b1277,GO:0009231,riboflavin biosynthetic process
b1278,GO:0005886,plasma membrane
b1278,GO:0005887,integral component of plasma membrane
b1278,GO:0008962,phosphatidylglycerophosphatase activity
b1278,GO:0009252,peptidoglycan biosynthetic process
b1278,GO:0009279,cell outer membrane
b1278,GO:0046474,glycerophospholipid biosynthetic process
b1278,GO:0050380,undecaprenyl-diphosphatase activity
b1279,GO:0005886,plasma membrane
b1279,GO:0005887,integral component of plasma membrane
b1279,GO:0008653,lipopolysaccharide metabolic process
b1280,GO:0005829,cytosol
b1280,GO:0005887,integral component of plasma membrane
b1280,GO:0008653,lipopolysaccharide metabolic process
b1280,GO:0046872,metal ion binding
b1281,GO:0004590,orotidine-5'-phosphate decarboxylase activity
b1281,GO:0005515,protein binding
b1281,GO:0005737,cytoplasm
b1281,GO:0005829,cytosol
b1281,GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process
b1281,GO:0015949,nucleobase-containing small molecule interconversion
b1281,GO:0016831,carboxy-lyase activity
b1282,GO:0001731,formation of translation preinitiation complex
b1282,GO:0002188,translation reinitiation
b1282,GO:0002192,IRES-dependent translational initiation of linear mRNA
b1282,GO:0003729,mRNA binding
b1282,GO:0043024,ribosomal small subunit binding
b1284,GO:0005829,cytosol
b1284,GO:0006351,"transcription, DNA-templated"
b1284,GO:0006355,"regulation of transcription, DNA-templated"
b1284,GO:0006974,cellular response to DNA damage stimulus
b1285,GO:0005515,protein binding
b1285,GO:0005525,GTP binding
b1285,GO:0010608,posttranscriptional regulation of gene expression
b1285,GO:0019935,cyclic-nucleotide-mediated signaling
b1285,GO:0031280,negative regulation of cyclase activity
b1285,GO:0071111,cyclic-guanylate-specific phosphodiesterase activity
b1286,GO:0005515,protein binding
b1286,GO:0005829,cytosol
b1286,GO:0008408,3'-5' exonuclease activity
b1286,GO:0016078,tRNA catabolic process
b1288,GO:0004318,enoyl-[acyl-carrier-protein] reductase (NADH) activity
b1288,GO:0005829,cytosol
b1288,GO:0008610,lipid biosynthetic process
b1288,GO:0009102,biotin biosynthetic process
b1288,GO:0016020,membrane
b1288,GO:0030497,fatty acid elongation
b1288,GO:0042802,identical protein binding
b1288,GO:0051289,protein homotetramerization
b1290,GO:0005515,protein binding
b1290,GO:0005524,ATP binding
b1290,GO:0015489,putrescine transmembrane transporter activity
b1290,GO:0015847,putrescine transport
b1290,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1291,GO:0005524,ATP binding
b1291,GO:0006811,ion transport
b1291,GO:0006813,potassium ion transport
b1291,GO:0015489,putrescine transmembrane transporter activity
b1291,GO:0015847,putrescine transport
b1291,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1291,GO:0071805,potassium ion transmembrane transport
b1292,GO:0005886,plasma membrane
b1292,GO:0005887,integral component of plasma membrane
b1292,GO:0015489,putrescine transmembrane transporter activity
b1292,GO:0015847,putrescine transport
b1292,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1293,GO:0005886,plasma membrane
b1293,GO:0005887,integral component of plasma membrane
b1293,GO:0015489,putrescine transmembrane transporter activity
b1293,GO:0015847,putrescine transport
b1293,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1294,GO:0015197,peptide transporter activity
b1294,GO:0015833,peptide transport
b1294,GO:0030288,outer membrane-bounded periplasmic space
b1294,GO:0043190,ATP-binding cassette (ABC) transporter complex
b1295,GO:0005829,cytosol
b1296,GO:0005886,plasma membrane
b1296,GO:0006974,cellular response to DNA damage stimulus
b1296,GO:0009447,putrescine catabolic process
b1296,GO:0015295,solute:proton symporter activity
b1296,GO:0015489,putrescine transmembrane transporter activity
b1296,GO:0015847,putrescine transport
b1297,GO:0009447,putrescine catabolic process
b1297,GO:0034024,glutamate-putrescine ligase activity
b1298,GO:0009447,putrescine catabolic process
b1298,GO:0033969,gamma-glutamyl-gamma-aminobutyrate hydrolase activity
b1299,GO:0003677,DNA binding
b1299,GO:0006351,"transcription, DNA-templated"
b1300,GO:0004030,aldehyde dehydrogenase [NAD(P)+] activity
b1300,GO:0009447,putrescine catabolic process
b1301,GO:0005737,cytoplasm
b1301,GO:0016491,oxidoreductase activity
b1301,GO:0055114,oxidation-reduction process
b1302,GO:0003867,4-aminobutyrate transaminase activity
b1302,GO:0009447,putrescine catabolic process
b1302,GO:0030170,pyridoxal phosphate binding
b1303,GO:0003677,DNA binding
b1303,GO:0043565,sequence-specific DNA binding
b1303,GO:0045892,"negative regulation of transcription, DNA-templated"
b1303,GO:0045893,"positive regulation of transcription, DNA-templated"
b1304,GO:0005515,protein binding
b1304,GO:0005543,phospholipid binding
b1304,GO:0005829,cytosol
b1304,GO:0009271,phage shock
b1304,GO:0009408,response to heat
b1304,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane
b1304,GO:0042802,identical protein binding
b1304,GO:0043433,negative regulation of DNA binding transcription factor activity
b1304,GO:0060187,cell pole
b1306,GO:0005515,protein binding
b1306,GO:0005886,plasma membrane
b1306,GO:0010557,positive regulation of macromolecule biosynthetic process
b1307,GO:0005886,plasma membrane
b1307,GO:0009271,phage shock
b1308,GO:0004792,thiosulfate sulfurtransferase activity
b1308,GO:0030288,outer membrane-bounded periplasmic space
b1308,GO:0042597,periplasmic space
b1309,GO:0003824,catalytic activity
b1311,GO:0005886,plasma membrane
b1311,GO:0005887,integral component of plasma membrane
b1312,GO:0005886,plasma membrane
b1312,GO:0006810,transport
b1313,GO:0055114,oxidation-reduction process
b1314,GO:0005829,cytosol
b1317,GO:0000287,magnesium ion binding
b1317,GO:0005975,carbohydrate metabolic process
b1317,GO:0006974,cellular response to DNA damage stimulus
b1317,GO:0008801,beta-phosphoglucomutase activity
b1317,GO:0009294,DNA mediated transformation
b1317,GO:0046677,response to antibiotic
b1319,GO:0009279,cell outer membrane
b1319,GO:0015288,porin activity
b1319,GO:0015478,oligosaccharide transporting porin activity
b1319,GO:0015481,maltose transporting porin activity
b1319,GO:0034219,carbohydrate transmembrane transport
b1319,GO:0045203,integral component of cell outer membrane
b1320,GO:0006351,"transcription, DNA-templated"
b1320,GO:0006974,cellular response to DNA damage stimulus
b1322,GO:0005886,plasma membrane
b1323,GO:0003677,DNA binding
b1323,GO:0005524,ATP binding
b1323,GO:0005829,cytosol
b1323,GO:0006355,"regulation of transcription, DNA-templated"
b1323,GO:0045892,"negative regulation of transcription, DNA-templated"
b1324,GO:0005515,protein binding
b1324,GO:0005737,cytoplasm
b1324,GO:0005829,cytosol
