locus_tag,gene_name,synonyms,gene_product,COG,regulator,uniprot,start,end,strand,in_iM,in_sg_iM,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,p1k_ctrl_log_tpm,p1k_log_tpm_med,p1k_log_tpm_med_abs_dev
b0262,afuC,fbpC;afuC;yagC,CP4-6 prophage%3B ABC transporter ATP-binding protein AfuC,Amino acid transport and metabolism,,P37009,277756,278802,-,False,False,False,False,False,False,False,False,False,True,False,,,1.8573358679999998,1.848174575,0.4283559539999999
b0263,afuB,afuB;fbpB,CP4-6 prophage%3B ABC transporter membrane protein AfuB,No COG annotation,,,278814,279162,-,False,False,False,False,False,False,False,False,True,False,False,,,1.7475553685,1.804022115,0.587233849
b0264,insB-2,insB2,IS1 protein InsB,"Replication, recombination and repair",,P0CF26,279178,279681,-,False,False,False,False,False,False,False,False,False,False,False,,,2.9536456405,3.359993680756622,0.4530262187566221
b0265,insA-2,insA2,IS1 protein InsA,"Replication, recombination and repair",,P0CF08,279600,279875,-,True,False,False,False,False,False,False,False,False,False,False,,,4.0408987195,4.574637104,0.510733406
b0266,yagB,yagB,orphan antitoxin YagB,Function unknown,XynR,UPI000013A09F,280385,280735,-,False,False,False,False,False,False,False,False,True,False,False,,,5.780397829,5.503542597,0.41478226599999957
b0267,yagA,yagA,CP4-6 prophage%3B integrase core domain-containing protein YagA,"Replication, recombination and repair",XynR,P37007,280829,281983,-,False,False,False,False,False,False,False,False,False,True,False,,,1.116444996,0.86569402,0.305090494
b0268,yagE,yagE,CP4-6 prophage%3B putative 2-keto-3-deoxygluconate aldolase,Amino acid transport and metabolism,XynR,P75682,282278,283186,+,True,False,False,False,True,False,False,False,False,False,False,87.0,,2.319903893,2.390275866,0.739132793
b0269,yagF,yagF,CP4-6 prophage%3B D-xylonate dehydratase,Amino acid transport and metabolism,XynR,P77596,283201,285168,+,True,False,False,False,True,False,False,False,False,False,False,,,2.509852229,2.418173873,0.6338471551115168
b0270,yagG,yagG,putative D-xylonate transporter YagG,Carbohydrate transport and metabolism,,P75683,285395,286777,+,True,False,True,False,False,False,False,False,False,True,False,,,2.3035870995,2.159680456,0.6419531079999996
b0271,yagH,yagH,CP4-6 prophage%3B putative xylosidase/arabinosidase,Carbohydrate transport and metabolism,ppGpp,P77713,286789,288399,+,True,False,False,False,False,False,False,False,False,True,False,25.0,,2.8534995270000003,2.614076849,0.6455630490000002
b0272,xynR,xynR;yagI,CP4-6 prophage%3B DNA-binding transcriptional repressor XynR,Transcription,,P77300,288404,289162,-,True,False,False,False,False,False,False,False,False,True,False,,,6.884970318000001,5.866603597999999,0.546262649
b0273,argF,argF,CP4-6 prophage%3B ornithine carbamoyltransferase ArgF,Amino acid transport and metabolism,"RpoD,ArgR,ppGpp",P06960,289301,290305,-,True,False,False,False,True,True,False,False,False,False,True,41.0,381.0,8.896670601,7.5584380389999986,0.8332738230000025
b4688,ykgS,ykgS;ykgU,CP4-6 prophage%3B protein YkgS,Function unknown,,UPI0002C9E6EE,290510,290638,+,True,False,False,False,False,False,False,False,True,False,False,,,5.153193946,4.328157222,0.5467287990000003
b0274,insB-3,insB3,IS1 protein InsB,"Replication, recombination and repair",,P0CF26,290649,291152,-,True,False,False,False,False,False,False,False,False,False,False,,,2.3147678845,3.2628732030000003,0.4882620369999997
b0275,insA-3,insA3,IS1 protein InsA,"Replication, recombination and repair",,P0CF08,291071,291346,-,True,False,False,False,False,False,False,False,False,False,False,,,3.2538440445,4.177571853384402,0.6089194483844018
b0276,yagJ,yagJ,CP4-6 prophage%3B protein YagJ,Transcription,,UPI000013A0A9,291500,292231,+,False,False,False,False,False,False,False,False,True,False,False,,,3.513939999,4.305646734,0.5012177709999999
b0277,yagK,yagK,CP4-6 prophage%3B uncharacterized protein YagK,Function unknown,"RpoD,RcdA",P77657,292322,292948,-,False,False,False,False,False,False,False,False,False,True,False,,,3.621130944,3.5658545276580536,0.5043055183419463
b0278,yagL,yagL,CP4-6 prophage%3B resolvase-like catalytic domain-containing protein YagL,"Replication, recombination and repair",,P77607,293220,293918,-,False,False,False,False,False,False,False,False,False,True,False,,,2.5726081680000004,2.389951222765136,0.4779090467651361
b0279,yagM,yagM,CP4-6 prophage%3B protein YagM,No COG annotation,,P71296,293945,294799,-,False,False,False,False,False,False,False,False,False,True,False,,,,,
b4729,ykgV,,protein YkgV,No COG annotation,,UPI0001DE566D,294918,295142,-,True,False,False,False,False,False,False,False,False,False,False,,,3.437027508,2.914096448,0.5514414919999999
b0280,yagN,yagN,CP4-6 prophage%3B protein YagN,No COG annotation,ppGpp,P71297,295139,295579,-,True,False,False,False,False,False,False,False,False,True,False,,,8.7718360645,7.66716309,0.4350861899999998
b0281,intF,intF;yagO,CP4-6 prophage%3B putative phage integrase,"Translation, ribosomal structure and biogenesis",,P71298,295696,297096,-,False,False,False,False,False,False,False,False,False,True,False,0.0,,5.962544273000001,5.763380372,0.5835951100000001
b0282,yagP,,putative LysR family substrate binding domain-containing protein YagP,Transcription,YidZ,UPI000013A0AE,297381,297791,-,False,False,False,False,False,False,False,False,False,True,False,,,2.725947622,2.772185808,0.5329977809999997
b0283,paoD,paoD;yagQ,molybdenum cofactor insertion chaperone for PaoABC,"Post-translational modification, protein turnover,and chaperones",,P77183,297770,298726,-,False,False,False,False,False,False,False,False,False,True,False,,,2.7841604325000002,2.455888024,0.7522475709999998
b0284,paoC,paoC;yagR,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,Nucleotide transport and metabolism,,P77489,298736,300934,-,True,False,False,False,False,False,False,False,False,False,False,,,2.977004849,2.575719499,0.8018800249999998
b0285,paoB,paoB;yagS,aldehyde dehydrogenase%2C FAD-binding subunit,Nucleotide transport and metabolism,,P77324,300931,301887,-,True,False,False,False,False,False,False,False,False,False,False,,,2.093939344,2.213433552,0.7836071320000002
b0286,paoA,paoA;yagT,aldehyde dehydrogenase%2C Fe-S subunit,Nucleotide transport and metabolism,,P77165,301884,302573,-,False,False,False,False,False,False,False,False,False,False,False,,,2.7240377665000004,2.561653127636136,0.9104411580150586
b0287,yagU,yagU,inner membrane protein that contributes to acid resistance,Function unknown,"YfeC,YfeD,ppGpp,Lrp,Nac",P0AAA1,302991,303605,+,True,False,False,False,False,False,False,False,False,True,True,626.0,361.0,8.343247103,7.576345885,0.9486181979999984
b0288,ykgJ,ykgJ,putative zinc- or iron-chelating domain-containing protein YkgJ,Function unknown,,P0AAL9,303853,304182,-,False,False,False,False,False,False,False,False,False,True,False,,,4.259567096000001,4.225225298,0.8744945140000002
b0289,ecpE,ecpE;matF;yagV,putative fimbrial chaperone EcpE,Cell motility,YbiH,P77263,304495,305205,-,False,False,False,False,False,False,False,False,False,False,False,,,3.596243548,3.589518277,0.33044218800000014
b0290,ecpD,ecpD;matE;yagW,fimbrial adhesin EcpD,Function unknown,,P77694,305174,306817,-,False,False,False,False,False,False,False,False,False,False,False,,,2.904721605,2.916034274,0.277928862
b0291,ecpC,ecpC;matD;yagX,putative fimbrial usher protein EcpC,Cell motility,,P77802,306807,309332,-,False,False,False,False,False,False,False,False,False,False,False,,,1.8118676535,1.781867995,0.31264310299999987
b0292,ecpB,ecpB;matC;yagY,putative fimbrial chaperone EcpB,Cell wall/membrane/envelope biogenesis,,P77188,309358,310026,-,True,False,False,False,False,False,False,False,False,False,False,,,2.0121259545,1.48418856,0.41334618300000003
b0293,ecpA,ecpA;matB;yagZ,common pilus major subunit,Function unknown,"RpoD,EcpR",P0AAA3,310084,310671,-,True,False,False,False,False,False,False,False,False,False,False,,,4.6439587565,4.017396445,0.5286736391633418
b0294,ecpR,ecpR;matA;ykgK,DNA-binding transcriptional dual regulator MatA,Transcription,"RpoE,EcpR",P71301,310746,311336,-,True,False,False,False,False,False,False,False,False,False,False,,,1.230045106,1.6562337406360264,0.6316380741716328
b0295,ykgL,ykgL,uncharacterized protein YkgL,No COG annotation,Nac,P56257,312112,312339,+,True,False,False,False,False,False,False,False,False,True,False,,,3.5830654925,3.3136124510000005,0.7429484320000004
b4506,ykgO,ykgO;rpmJ2,putative ribosomal protein,"Translation, ribosomal structure and biogenesis","RpoD,Zur",Q2EEQ2,312374,312514,-,True,False,False,False,False,False,False,False,False,True,False,,,3.0187578335,2.863333949,0.7086258730000004
b0296,ykgM,ykgM;rpmE2,putative ribosomal protein,"Translation, ribosomal structure and biogenesis","RpoD,Zur",P0A7N1,312514,312777,-,True,False,False,False,False,False,False,False,False,True,False,10081.0,,2.7424006590000003,3.611050579,0.5943555740000002
b4671,ykgR,ykgR,putative membrane protein YkgR,No COG annotation,"RpoD,Crp",C1P5Z8,313141,313242,-,True,True,False,False,False,False,False,False,False,True,False,,,0.0,0.966614022,0.966614022
b4630,ykgP,,putative oxidoreductase,Energy production and conversion,,,313716,313805,-,False,False,False,False,False,False,False,False,True,False,False,,,,,
b0297,eaeH,eaeH,putative porin domain-containing protein EaeH,Cell wall/membrane/envelope biogenesis,,,314357,315244,+,False,False,False,False,False,False,False,False,True,False,False,,,0.5528232255000001,0.327067247,0.22279833000000004
b0298,insE-1,insE1,IS3 element protein InsE,"Replication, recombination and repair",,P0CF66,315291,315590,+,True,False,False,False,False,False,False,False,False,False,False,,,0.0,0.0,0.0
b0299,insF-1,insF1,IS3 element protein InsF,"Replication, recombination and repair",,P0CF79,315587,316453,+,True,False,False,False,False,False,False,False,False,False,False,,,0.7409772955,0.4439699379999999,0.30048446699999987
b0300,ykgA,ykgA,putative DNA-binding transcriptional regulator YkgA,Transcription,ArgR,,316450,317136,-,True,False,False,False,False,False,False,False,True,False,False,,,3.735254078,3.337199867,0.536035934
b0301,rclC,rclC;ykgB,reactive chlorine species resistance protein C,Function unknown,"omrB,RpoE,RclR",P75685,317726,318319,-,False,False,False,False,False,False,False,False,False,True,False,,,2.263879511,2.150207847,0.4288435386709346
b0303,rclB,rclB;ykgI,DUF1471 domain-containing protein RclB,Function unknown,,P75687,318331,318567,-,False,False,False,False,False,False,False,False,False,True,False,,,,,
b0304,rclA,rclA;ykgC,putative pyridine nucleotide-disulfide oxidoreductase RclA,Energy production and conversion,"omrA,omrB,RpoE,RclR",P77212,318676,320001,-,False,False,False,False,False,False,False,False,False,True,False,,,3.4617505140000002,3.181747345,1.0433850329999999
b0305,rclR,rclR;ykgD,DNA-binding transcriptional activator RclR,Transcription,,P77379,320227,321081,+,False,False,False,False,False,False,False,False,False,False,False,,,2.5185785695,2.707450227,0.5171637129494524
b0306,ykgE,ykgE,putative lactate utilization oxidoreductase YkgE,Energy production and conversion,"YieP,Lrp,Nac",P77252,321608,322327,+,True,False,False,False,True,True,False,False,False,True,False,0.0,,2.8275493615,2.778031954,0.7785511944119232
b0307,ykgF,ykgF,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,Energy production and conversion,"YieP,ppGpp",P77536,322338,323765,+,True,False,False,False,True,True,False,False,False,True,False,,,3.6149178395,3.648208721,0.5182235470000003
b0308,ykgG,ykgG,DUF162 domain-containing lactate utilization protein YkgG,Function unknown,YieP,P77433,323758,324453,+,True,False,False,False,True,True,False,False,False,True,False,1.0,,3.7445125365000003,3.543519154,0.49886768599999964
b0310,ykgH,ykgH,uncharacterized protein YkgH,No COG annotation,Nac,P77180,324696,325364,-,True,False,False,False,False,False,False,False,False,True,False,,,1.063517367,1.2774474967603726,0.5155801993976825
b0311,betA,betA,choline dehydrogenase,Amino acid transport and metabolism,"RpoD,ArcA,Cra,BetI,ppGpp",P17444,325577,327247,-,True,False,False,False,True,True,False,True,False,False,False,,,4.7974136585,4.448499327,0.5933248083651437
b0312,betB,betB,betaine aldehyde dehydrogenase,Energy production and conversion,"RpoD,ArcA,Cra,BetI,ppGpp",P17445,327261,328733,-,True,False,False,False,True,True,False,True,False,False,True,59.5,184.0,5.7300395835,5.446471473705541,0.6884407137055417
b0313,betI,betI,DNA-binding transcriptional repressor BetI,Transcription,"RpoD,ArcA,Cra,BetI,ppGpp",P17446,328747,329334,-,True,False,False,False,False,False,False,True,False,False,False,,,6.517086186,6.098202817000001,0.6947763780000002
b0314,betT,betT,choline:H(+) symporter,Cell wall/membrane/envelope biogenesis,"RpoD,ArcA,Cra,BetI",P0ABC9,329463,331496,+,True,False,False,False,True,True,False,True,False,False,False,,,5.167425164,4.683305286,0.48124592899999996
b4730,yahV,,protein YahV,No COG annotation,,UPI000E466563,331802,331876,+,False,False,False,False,False,False,False,False,False,False,False,,,,,
b0315,pdeL,pdeL;yahA,DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL,Transcription,"RpoD,ppGpp,Cra,PdeL,Nac",P21514,332371,333459,+,True,False,False,False,True,False,False,False,False,False,False,,,3.4992281160000003,4.013734051,0.7676401720000001
b0316,yahB,yahB,putative LysR-type DNA-binding transcriptional regulator YahB,Transcription,,P77700,333501,334433,-,False,False,False,False,False,False,False,False,False,True,False,,,4.0394124399999995,3.850100686,0.35550676999999986
b0317,yahC,yahC,uncharacterized protein YahC,Function unknown,YfeC,P77219,334525,335022,-,False,False,False,False,False,False,False,False,False,True,False,,,1.2770137835,1.4437917619999998,0.45623424387017697
b0318,yahD,yahD,ankyrin repeat-containing protein YahD,Function unknown,,P77736,335280,335885,+,True,False,False,False,False,False,False,False,False,True,False,,,2.6687968095000003,2.658903981,0.771699414
b0319,yahE,yahE,DUF2877 domain-containing protein YahE,Function unknown,RpoN,P77297,335925,336788,+,False,False,False,False,False,False,False,False,False,True,False,,,0.817660346,0.822943016,0.3360535090000001
b0320,yahF,yahF,putative acyl-CoA synthetase YahF,Energy production and conversion,,P77187,336778,338325,+,False,False,False,False,False,False,False,False,False,True,True,,166.0,1.1105603365,1.255756769,0.41355056600000006
b0321,yahG,yahG,DUF1116 domain-containing protein YahG,Energy production and conversion,,P77221,338325,339743,+,False,False,False,False,False,False,False,False,False,True,False,,,0.9542980045,1.336557863,0.38927921499999996
b0322,yahH,,putative uncharacterized protein YahH,No COG annotation,,UPI0000673DAE,339793,340089,+,False,False,False,False,False,False,False,False,False,True,False,,,0.322107931,0.7055742190000001,0.508685324
b0323,yahI,yahI,carbamate kinase-like protein YahI,Amino acid transport and metabolism,,P77624,340165,341115,+,False,False,False,False,False,True,False,False,False,True,False,,,1.4374816510000001,1.283453549,0.33780867300000006
b0324,yahJ,yahJ,putative deaminase with metallo-dependent hydrolase domain,Nucleotide transport and metabolism,,P77554,341125,342507,+,False,False,False,False,False,False,False,False,False,True,False,8.0,,4.8377239675000006,4.508909627,0.36977905
b0325,yahK,yahK,aldehyde reductase%2C NADPH-dependent,Function unknown,,P75691,342884,343933,+,True,False,False,False,True,False,False,False,False,False,True,2124.5,738.0,7.438990756999999,6.761429529,1.1187049269999996
b0326,yahL,yahL,uncharacterized protein YahL,No COG annotation,,P77393,344176,344991,+,False,False,False,False,False,False,False,False,False,True,False,,,0.776655648,1.035118212,0.42912752791253395
b0327,yahM,yahM,uncharacterized protein YahM,No COG annotation,,P75692,345404,345649,+,True,True,False,False,False,False,False,False,False,True,False,,,3.8810962245000002,2.818108494,0.9027369039999997
b0328,yahN,yahN,putative amino acid exporter,Amino acid transport and metabolism,Crp,P75693,345666,346337,-,True,False,False,False,False,False,False,False,False,True,False,,,2.853662145,2.4155428312713987,0.9447033432713985
b0329,yahO,yahO,DUF1471 domain-containing protein YahO,Function unknown,"omrA,omrB,ppGpp",P75694,346484,346759,+,True,False,False,False,False,False,False,False,False,True,False,7363.0,,8.753134516500001,8.226312741000001,1.666186734747523
b0330,prpR,prpR;yahP,DNA-binding transcriptional dual regulator PrpR,Transcription,"RpoD,PrpR,AscG,Crp,PhoB",P77743,346857,348443,-,True,False,False,False,False,False,False,False,False,False,False,,,3.063900618,2.221586883,1.1403166031081167
b0331,prpB,prpB;yahQ,2-methylisocitrate lyase,Carbohydrate transport and metabolism,"PrpR,RpoN,Cra,Crp",P77541,348682,349572,+,True,False,False,False,True,True,False,False,False,False,False,72.5,,1.0203398525,0.7794828042633106,0.4402562852633106
b0333,prpC,prpC;yahS;yzzD,2-methylcitrate synthase,Energy production and conversion,"PrpR,RpoN,Cra,Crp",P31660,350012,351181,+,True,False,False,False,True,True,False,False,False,False,False,353.0,,0.8923576790000001,0.903423938,0.37601891099999996
b0334,prpD,prpD;yahT,2-methylcitrate dehydratase,Function unknown,"PrpR,RpoN,Cra,Crp",P77243,351215,352666,+,True,False,False,False,True,True,False,False,False,False,False,135.5,,0.662167999,0.7311681590000001,0.2976840700000002
b0335,prpE,prpE;yahU,propionyl-CoA synthetase,Lipid transport and metabolism,"PrpR,RpoN,Cra,Crp",P77495,352706,354592,+,True,False,False,False,True,False,False,False,False,False,False,,,1.295707418,1.54312967,0.3442864099999998
b0336,codB,codB,cytosine transporter,Nucleotide transport and metabolism,"RpoD,PurR,ppGpp,Nac",P0AA82,354922,356181,+,True,False,False,False,True,True,False,False,False,False,True,154.0,230.0,7.926734557,5.81471258,1.3735150217237786
b0337,codA,codA,cytosine/isoguanine deaminase,Nucleotide transport and metabolism,"RpoD,PurR,Nac",P25524,356171,357454,+,True,False,False,False,True,True,False,False,False,False,True,2041.0,901.0,8.904170703999998,6.680981957999999,0.9666575780000022
b0338,cynR,cynR,DNA-binding transcriptional dual regulator CynR,Transcription,"RpoD,CynR,Nac",P27111,357791,358690,-,True,False,False,False,False,False,False,False,False,False,False,,,4.1789462754999995,3.6604229550932144,0.4058568859067857
b0339,cynT,cynT,carbonic anhydrase 1,Inorganic ion transport and metabolism,"RpoD,CynR,Nac",P0ABE9,358799,359458,+,False,False,False,True,True,True,False,False,False,False,False,,,2.3995585485,2.089954937,0.48843200393464903
b0340,cynS,cynS;cnt,cyanase,Inorganic ion transport and metabolism,"RpoD,CynR",P00816,359489,359959,+,False,False,False,False,True,True,False,False,False,False,False,,,2.868652095,3.063023421,0.5227589790000002
b0341,cynX,cynX,cyanate transporter,Inorganic ion transport and metabolism,"RpoD,CynR",P17583,359992,361146,+,False,False,False,False,True,True,False,False,False,True,False,,,2.354808167,1.9253535786105769,0.4190968123894232
b0342,lacA,lacA,galactoside O-acetyltransferase,Function unknown,"RpoD,Crp,MarA,H-NS,LacI",P07464,361249,361860,-,True,False,False,False,False,False,False,False,False,False,False,,,2.5780572194999998,2.4408658162850654,0.47154692175054835
b0343,lacY,lacY,lactose permease,Inorganic ion transport and metabolism,"RpoD,YeiE,Crp,MarA,H-NS,LacI",P02920,361926,363179,-,False,False,False,False,True,True,False,False,False,False,False,,,1.022617174,1.413969795,0.35370309200000016
b0344,lacZ,lacZ,beta-galactosidase,Carbohydrate transport and metabolism,"RpoD,YidZ,Crp,MarA,H-NS,LacI",G0ZKW2,363231,366305,-,True,False,False,False,True,True,False,False,False,False,False,,,1.5607601585,1.5110917330000002,0.41369512799999986
b0345,lacI,lacI,DNA-binding transcriptional repressor LacI,Transcription,"RpoD,Crp",P03023,366428,367510,-,False,False,False,False,False,False,False,False,False,False,False,,,5.6364590155,5.390225374,0.4727587479999995
b0346,mhpR,mhpR,DNA-binding transcriptional activator MhpR,Transcription,"RpoD,YbaQ,Crp",P77569,367587,368420,-,True,False,False,False,False,False,False,False,False,False,False,57.5,,6.1234170545,5.158270771000001,1.1902715489999993
b0347,mhpA,mhpA,putative 3-(3-hydroxyphenyl)propanoate/3-hydroxycinnamate hydroxylase,Energy production and conversion,"RpoD,YbaQ,Crp,MhpR",P77397,368611,370275,+,False,False,False,False,True,True,False,False,False,False,False,,,2.0428788795,1.207977375,0.46763164599380436
b0348,mhpB,mhpB,3-carboxyethylcatechol 2%2C3-dioxygenase,Function unknown,"RpoD,Crp,MhpR",P0ABR9,370277,371221,+,False,False,False,False,True,True,False,False,False,False,False,,,1.9360084194999998,1.144779501,0.4371429074982972
b0349,mhpC,mhpC,2-hydroxy-6-ketonona-2%2C4-dienedioate hydrolase,Function unknown,"RpoD,Crp,ppGpp,MhpR",P77044,371239,372105,+,True,False,False,False,True,True,False,False,False,False,False,,,1.7037444355,1.847050298,0.5279889440000001
b0350,mhpD,mhpD,2-hydroxypentadienoate hydratase,"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,Crp,MhpR",P77608,372115,372924,+,True,False,False,False,True,True,False,False,False,False,False,,,2.077650608,1.968502019,0.5104721459999999
b0351,mhpF,mhpF;mhpE,acetaldehyde dehydrogenase (acylating),"Secondary metabolites biosynthesis, transport, and catabolism","RpoD,Crp,MhpR",P77580,372921,373871,+,True,False,False,True,True,True,False,False,False,False,False,,,1.6138624815,2.248527397,0.4337003850000001
b0352,mhpE,mhpE,4-hydroxy-2-oxovalerate aldolase,Amino acid transport and metabolism,"RpoD,Crp,MhpR",P51020,373868,374881,+,True,False,False,False,True,True,False,False,False,False,False,8.0,,2.1518457475000003,2.251800661,0.49634234099999985
b0353,mhpT,mhpT;yaiK,3-hydroxyphenylpropionate/3-hydroxycinnamate:H(+) symporter,Inorganic ion transport and metabolism,"YidZ,RpoH,NsrR",P77589,375459,376670,+,True,False,False,False,True,True,False,False,False,False,False,,,2.1072492124999997,2.37791394,0.3918347619999998
b0354,yaiL,yaiL,DUF2058 domain-containing protein YaiL,Function unknown,,P51024,376772,377311,+,True,False,False,False,False,False,False,False,False,True,True,56.0,220.0,6.184767663000001,5.699748948,0.31906012393740735
b0355,frmB,frmB;yaiM,S-formylglutathione hydrolase FrmB,Function unknown,FrmR,P51025,377535,378368,-,True,False,False,False,True,True,False,True,False,False,True,,363.0,4.924802519,4.9829566,0.43257231800000007
b0356,frmA,frmA;adhC,S-(hydroxymethyl)glutathione dehydrogenase,Energy production and conversion,FrmR,P25437,378462,379571,-,True,False,False,False,True,True,False,True,False,False,True,480.0,479.0,6.899730788499999,6.553379006,0.290978183
b0357,frmR,frmR;yaiN,DNA-binding transcriptional repressor FrmR,Transcription,FrmR,P0AAP3,379606,379881,-,True,False,False,False,False,False,False,True,False,False,False,283.0,,6.6071180375,6.321383820724328,0.3283195262756733
b0358,yaiO,yaiO,outer membrane protein YaiO,No COG annotation,YfeD,Q47534,380069,380842,-,False,False,False,False,False,False,False,False,False,True,False,,,3.0292281770000002,2.622061152,0.5704756440000001
b4579,yaiX,yaiX;yaiF,putative acyltransferase%2C N-terminal fragment,"Translation, ribosomal structure and biogenesis",,,380844,381260,-,False,False,False,False,False,False,False,False,True,False,False,,,1.6759866845,1.598713188,0.5970086080000001
b0360,insC-1,insC1,IS2 element protein InsA,"Replication, recombination and repair",,P0CF40,381351,381716,+,True,False,False,False,False,False,False,False,False,False,False,,,0.2713870835,0.0,0.0
b0361,insD-1,insD1,IS2 element protein,"Replication, recombination and repair",,P0CF53,381674,382579,+,True,False,False,False,False,False,False,False,False,False,False,,,0.4024362675,0.577699486,0.309795277
b0363,yaiP,yaiP,putative glucosyltransferase,Cell wall/membrane/envelope biogenesis,,Q47536,382739,383935,-,False,False,False,False,False,False,False,False,False,True,False,,,1.9659296354999998,1.699359614,0.48410398
b4731,ykiC,,protein YkiC,No COG annotation,,UPI000E466553,383960,384079,+,False,False,False,False,False,False,False,False,False,False,False,,,,,
b0364,yaiS,yaiS,putative deacetylase YaiS,Function unknown,,P71311,384059,384616,-,False,False,False,False,False,False,False,False,False,True,False,,,,,
b0365,tauA,tauA;ssiA;yaiR,taurine ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"YidZ,Cbl,CysB,Nac",Q47537,385232,386194,+,True,False,False,False,True,True,False,False,False,False,False,4.5,,1.7001402325,2.00231689,0.5039462020000003
b0366,tauB,tauB;ssiB;yaiQ,taurine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"Cbl,CysB",Q47538,386207,386974,+,True,False,False,False,True,True,False,False,False,False,False,,,1.8254206335,1.9714707632450144,0.5129712557549859
b0367,tauC,tauC;ssiC;yaiJ,taurine ABC transporter membrane subunit,Inorganic ion transport and metabolism,"Cbl,CysB",Q47539,386971,387798,+,True,False,False,False,True,True,False,False,False,False,False,,,1.6335099619999998,1.747209905,0.5135034455644987
b0368,tauD,tauD;ssiD;yaiG,taurine dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism","Cbl,CysB",P37610,387795,388646,+,True,False,False,False,True,True,False,False,False,False,False,,,2.3547961534999997,2.6562815815635448,0.415598596436455
b0369,hemB,hemB;ncf,porphobilinogen synthase,Coenzyme transport and metabolism,"RpoD,Nac,ryhB",P0ACB2,388753,389727,-,True,False,True,True,True,True,True,True,False,False,True,365.5,860.0,7.611732286,7.279669807,0.35642563799999927
b4580,yaiT,yaiT,putative autotransporter YaiT,Cell wall/membrane/envelope biogenesis,,,390251,391708,+,False,False,False,False,False,False,False,False,True,False,False,,,2.638359216,3.043089876,0.39865677300000035
b0372,insF-2,insF2,IS3 element protein InsF,"Replication, recombination and repair",YidZ,P0CF79,391739,392605,-,True,False,False,False,False,False,False,False,False,False,False,,,4.821057756,4.637375857682925,0.3959298851752022
b0373,insE-2,insE2,IS3 element protein InsE,"Replication, recombination and repair",,P0CF66,392602,392901,-,True,False,False,False,False,False,False,False,False,False,False,,,5.939418865,5.8575922710000015,0.39048063600000127
b0375,iprA,iprA;yaiV,putative DNA-binding transcriptional regulator IprA,Transcription,,P0AAP5,394506,395129,+,True,False,False,False,False,False,False,False,False,True,False,,,0.425496252,0.826071945,0.516664537
b0376,ampH,ampH;yaiH,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,Cell wall/membrane/envelope biogenesis,,P0AD70,395130,396287,-,True,False,False,False,True,False,False,False,False,False,True,,115.0,6.1244655165,5.497989165,0.4474712723736616
b0377,sbmA,sbmA,peptide antibiotic/peptide nucleic acid transporter,"Intracellular trafficking, secretion, and vesicular transport","RpoE,CpxR",P0AFY6,396639,397859,+,False,False,False,False,False,False,False,False,False,False,False,4.5,,4.41733417,4.501704998999999,0.3335892340770492
b0378,yaiW,yaiW,surface-exposed outer membrane lipoprotein,Function unknown,"RpoE,CpxR",P77562,397872,398966,+,False,False,False,False,False,False,False,False,False,False,True,1.0,165.0,4.9881109035,5.244141728,0.28082640799999936
b0379,yaiY,yaiY,inner membrane protein,Function unknown,"Lrp,Nac",P0AAP7,399025,399333,-,True,False,False,False,False,False,False,False,False,True,False,,,1.737552323,2.886196113,0.8039358139999999
b0380,yaiZ,yaiZ,DUF2754 domain-containing protein YaiZ,Function unknown,"oxyS,Nac",P0AAQ0,399593,399805,+,True,False,False,False,False,False,False,False,False,True,False,,,4.849200478,5.563202621,0.8724237090000004
b0381,ddlA,ddlA,D-alanine--D-alanine ligase A,Nucleotide transport and metabolism,"YdcI,Nac",P0A6J8,399829,400923,-,False,False,False,True,True,True,False,True,False,False,True,111.0,428.0,6.034648579500001,6.473332573,0.39036329347619425
b0382,iraP,iraP;yaiB,anti-adaptor protein for sigma(S) stabilization,"Translation, ribosomal structure and biogenesis","RpoD,YdcI,CsgD,ppGpp,DksA,Lrp,Nac",P0AAN9,401386,401646,+,True,False,False,False,False,False,False,True,False,False,False,3032.5,,7.3337650255,7.445282282000001,0.8691221920000007
b0383,phoA,phoA,alkaline phosphatase,Inorganic ion transport and metabolism,"RpoD,YidZ,PhoB,Lrp",P00634,401747,403162,+,True,False,False,False,True,True,False,True,False,False,False,,,4.921699672,4.274104924,0.7351200223851428
b0384,psiF,psiF,PsiF family protein,Function unknown,"RpoD,PhoB",P0AFM4,403281,403601,+,True,False,False,False,False,False,False,True,False,True,False,40.0,,6.150815204500001,5.42679005,1.3118981239999998
b0385,dgcC,dgcC;adrA;yaiC,diguanylate cyclase DgcC,Signal transduction mechanisms,"YfeC,RpoS,CsgD",P0AAP1,403703,404818,+,False,False,False,False,False,False,False,True,False,False,False,,,2.0416617055,2.103496139,0.3702144241237879
